order_item_id,order_id,product_id,quantity,unit_price,line_total
1899,617,160,1,23.71,23.71
1900,618,157,1,34.8,34.8
1901,618,200,2,10.22,20.44
1902,618,63,1,21.8,21.8
1903,618,31,3,17.02,51.06
1904,619,75,3,78.67,236.01
1905,619,192,3,59.63,178.89
1906,619,150,2,57.89,115.78
1907,620,95,2,37.19,74.38
1908,620,84,1,153.14,153.14
1909,621,73,1,13.53,13.53
1910,621,165,1,31.23,31.23
1911,621,112,3,82.3,246.9
1912,622,173,2,16.59,33.18
1913,622,134,2,28.61,57.22
1914,622,95,1,37.19,37.19
1915,622,52,1,23.11,23.11
1916,623,118,1,24.67,24.67
1917,623,154,1,21.09,21.09
1918,624,117,3,25.62,76.86
1919,624,112,1,82.3,82.3
1920,624,23,2,23.92,47.84
1921,624,176,2,12.3,24.6
1922,625,20,3,27.43,82.29
1923,625,27,3,6.84,20.52
1924,625,62,3,5.27,15.81
1925,625,61,1,19.79,19.79
1926,625,149,1,69.02,69.02
1927,626,24,1,40.67,40.67
1928,626,170,1,14.13,14.13
1929,627,59,1,9.45,9.45
1930,628,138,3,75.87,227.61
1931,628,7,2,2.48,4.96
1932,628,41,1,14.6,14.6
1933,629,168,1,7.57,7.57
1934,629,28,1,9.93,9.93
1935,630,45,3,13.1,39.3
1936,631,122,2,23.13,46.26
1937,631,182,1,19.94,19.94
1938,631,52,3,23.11,69.33
1939,631,50,3,50.73,152.19
1940,632,94,3,9.36,28.08
1941,632,55,1,2.4,2.4
1942,632,47,2,16.95,33.9
1943,633,62,1,5.27,5.27
1944,634,4,2,45.08,90.16
1945,635,103,1,9.3,9.3
1946,635,185,1,32.82,32.82
1947,636,14,1,13.3,13.3
1948,636,100,1,16.58,16.58
1949,636,83,1,59.81,59.81
1950,636,82,1,31.34,31.34
1951,637,174,2,39.77,79.54
1952,638,190,3,13.71,41.13
1953,638,134,1,28.61,28.61
1954,638,120,1,20.2,20.2
1955,638,116,1,60.68,60.68
1956,639,114,3,20.93,62.79
1957,639,100,2,16.58,33.16
1958,639,34,1,48.41,48.41
1959,640,67,1,26.36,26.36
1960,640,56,1,26.48,26.48
1961,640,134,2,28.61,57.22
1962,641,79,1,33.0,33.0
1963,641,166,2,11.38,22.76
1964,641,38,1,18.9,18.9
1965,642,99,1,40.57,40.57
1966,643,150,1,57.89,57.89
1967,643,109,2,9.58,19.16
1968,643,66,3,16.33,48.99
1969,643,113,2,46.8,93.6
1970,643,16,3,42.86,128.58
1971,644,105,1,18.19,18.19
1972,644,42,3,19.13,57.39
1973,644,120,1,20.2,20.2
1974,644,175,3,16.17,48.51
1975,645,66,2,16.33,32.66
1976,645,69,3,10.8,32.4
1977,645,131,1,135.81,135.81
1978,645,30,1,40.86,40.86
1979,645,37,1,8.76,8.76
1980,646,170,3,14.13,42.39
1981,646,166,3,11.38,34.14
1982,647,104,1,43.89,43.89
1983,647,109,1,9.58,9.58
1984,647,139,1,25.9,25.9
1985,647,103,1,9.3,9.3
1986,647,200,3,10.22,30.66
1987,648,194,2,70.53,141.06
1988,649,157,1,34.8,34.8
1989,650,138,1,75.87,75.87
1990,650,21,1,185.42,185.42
1991,650,104,1,43.89,43.89
1992,651,193,1,3.94,3.94
1993,651,63,1,21.8,21.8
1994,651,159,1,13.61,13.61
1995,652,182,1,19.94,19.94
1996,652,173,1,16.59,16.59
1997,652,27,1,6.84,6.84
1998,652,26,3,5.66,16.98
1999,652,46,3,6.07,18.21
2000,653,84,1,153.14,153.14
2001,653,15,3,12.43,37.29
2002,653,128,1,15.37,15.37
2003,654,110,1,13.32,13.32
2004,654,90,3,39.56,118.68
2005,654,39,3,66.44,199.32
2006,654,6,1,13.2,13.2
2007,655,163,1,26.83,26.83
2008,655,10,1,11.09,11.09
2009,656,5,1,12.62,12.62
2010,656,149,1,69.02,69.02
2011,657,179,3,52.66,157.98
2012,657,189,1,50.58,50.58
2013,657,197,1,55.53,55.53
2014,657,165,1,31.23,31.23
2015,658,86,2,52.07,104.14
2016,658,28,1,9.93,9.93
2017,658,48,1,14.27,14.27
2018,658,118,1,24.67,24.67
2019,659,146,1,89.8,89.8
2020,659,137,3,10.83,32.49
2021,659,153,1,17.08,17.08
2022,660,138,3,75.87,227.61
2023,660,136,1,5.28,5.28
2024,660,166,1,11.38,11.38
2025,660,175,3,16.17,48.51
2026,661,98,1,22.57,22.57
2027,661,31,1,17.02,17.02
2028,661,180,1,7.71,7.71
2029,661,165,2,31.23,62.46
2030,662,169,1,69.57,69.57
2031,662,42,1,19.13,19.13
2032,663,123,1,22.92,22.92
2033,663,52,2,23.11,46.22
2034,663,68,1,19.97,19.97
2035,663,200,1,10.22,10.22
2036,663,8,3,42.96,128.88
2037,664,35,1,51.61,51.61
2038,664,113,1,46.8,46.8
2039,664,57,3,28.86,86.58
2040,664,174,1,39.77,39.77
2041,665,59,1,9.45,9.45
2042,665,141,2,27.16,54.32
2043,665,112,1,82.3,82.3
2044,666,46,3,6.07,18.21
2045,667,192,1,59.63,59.63
2046,667,63,1,21.8,21.8
2047,667,196,1,20.01,20.01
2048,667,86,1,52.07,52.07
2049,668,96,2,55.41,110.82
2050,669,97,1,10.03,10.03
2051,669,106,1,36.32,36.32
2052,669,54,1,14.97,14.97
2053,669,18,1,17.65,17.65
2054,670,90,2,39.56,79.12
2055,671,97,3,10.03,30.09
2056,671,4,3,45.08,135.24
2057,672,19,1,16.72,16.72
2058,672,51,2,60.19,120.38
2059,672,65,1,29.44,29.44
2060,672,146,1,89.8,89.8
2061,672,70,1,37.28,37.28
2062,673,195,3,15.77,47.31
2063,673,17,2,8.87,17.74
2064,673,123,1,22.92,22.92
2065,673,96,1,55.41,55.41
2066,674,16,3,42.86,128.58
2067,674,118,2,24.67,49.34
2068,675,163,2,26.83,53.66
2069,675,125,1,4.8,4.8
2070,676,145,1,16.61,16.61
2071,676,168,1,7.57,7.57
2072,676,60,1,61.75,61.75
2073,676,15,3,12.43,37.29
2074,676,200,3,10.22,30.66
2075,677,2,2,25.92,51.84
2076,677,46,2,6.07,12.14
2077,677,22,1,52.19,52.19
2078,677,139,1,25.9,25.9
2079,677,9,3,14.26,42.78
2080,678,92,1,7.59,7.59
2081,678,153,3,17.08,51.24
2082,678,20,1,27.43,27.43
2083,678,84,2,153.14,306.28
2084,678,52,2,23.11,46.22
2085,679,65,2,29.44,58.88
2086,679,188,1,23.64,23.64
2087,679,63,3,21.8,65.4
2088,679,199,1,6.32,6.32
2089,679,167,1,4.81,4.81
2090,680,128,1,15.37,15.37
2091,680,20,1,27.43,27.43
2092,680,181,1,11.48,11.48
2093,680,124,1,10.13,10.13
2094,681,28,1,9.93,9.93
2095,681,7,2,2.48,4.96
2096,681,33,1,6.01,6.01
2097,681,141,1,27.16,27.16
2098,682,163,3,26.83,80.49
2099,682,5,1,12.62,12.62
2100,682,120,1,20.2,20.2
2101,683,74,1,42.04,42.04
2102,683,65,1,29.44,29.44
2103,683,193,1,3.94,3.94
2104,683,89,1,24.07,24.07
2105,683,111,1,33.25,33.25
2106,684,96,1,55.41,55.41
2107,684,101,3,179.03,537.09
2108,684,94,1,9.36,9.36
2109,685,87,1,32.92,32.92
2110,685,13,1,22.15,22.15
2111,685,102,2,21.65,43.3
2112,685,52,1,23.11,23.11
2113,685,80,3,17.66,52.98
2114,686,92,3,7.59,22.77
2115,687,91,3,23.1,69.3
2116,687,149,1,69.02,69.02
2117,688,155,2,4.4,8.8
2118,688,147,3,7.13,21.39
2119,688,1,2,8.25,16.5
2120,689,39,1,66.44,66.44
2121,689,81,3,15.1,45.3
2122,689,19,1,16.72,16.72
2123,689,163,3,26.83,80.49
2124,690,192,1,59.63,59.63
2125,690,166,1,11.38,11.38
2126,691,171,1,20.28,20.28
2127,691,60,2,61.75,123.5
2128,692,138,3,75.87,227.61
2129,692,67,1,26.36,26.36
2130,693,145,1,16.61,16.61
2131,693,125,3,4.8,14.4
2132,693,122,2,23.13,46.26
2133,693,39,3,66.44,199.32
2134,694,66,3,16.33,48.99
2135,694,76,2,40.4,80.8
2136,694,12,2,32.4,64.8
2137,694,3,1,25.11,25.11
2138,695,59,1,9.45,9.45
2139,695,8,1,42.96,42.96
2140,695,178,2,47.1,94.2
2141,696,152,2,131.42,262.84
2142,696,173,2,16.59,33.18
2143,696,93,1,36.15,36.15
2144,696,44,1,46.25,46.25
2145,696,121,1,24.19,24.19
2146,697,192,2,59.63,119.26
2147,697,26,1,5.66,5.66
2148,697,188,1,23.64,23.64
2149,698,114,1,20.93,20.93
2150,699,58,1,17.59,17.59
2151,699,159,1,13.61,13.61
2152,699,184,1,38.21,38.21
2153,699,152,2,131.42,262.84
2154,699,68,1,19.97,19.97
2155,700,189,1,50.58,50.58
2156,700,51,1,60.19,60.19
2157,700,42,1,19.13,19.13
2158,701,166,1,11.38,11.38
2159,702,90,2,39.56,79.12
2160,702,144,1,7.21,7.21
2161,702,99,2,40.57,81.14
2162,703,36,1,9.79,9.79
2163,703,7,1,2.48,2.48
2164,703,184,3,38.21,114.63
2165,704,11,3,12.14,36.42
2166,705,39,1,66.44,66.44
2167,705,49,1,30.0,30.0
2168,705,167,2,4.81,9.62
2169,705,61,1,19.79,19.79
2170,705,163,1,26.83,26.83
2171,706,6,1,13.2,13.2
2172,706,141,3,27.16,81.48
2173,707,51,2,60.19,120.38
2174,707,29,1,32.0,32.0
2175,707,21,3,185.42,556.26
2176,708,38,1,18.9,18.9
2177,708,83,1,59.81,59.81
2178,708,43,3,6.46,19.38
2179,708,140,2,5.53,11.06
2180,708,29,1,32.0,32.0
2181,709,151,3,21.05,63.15
2182,709,2,1,25.92,25.92
2183,710,167,2,4.81,9.62
2184,710,82,1,31.34,31.34
2185,710,9,2,14.26,28.52
2186,710,14,2,13.3,26.6
2187,710,147,1,7.13,7.13
2188,711,168,2,7.57,15.14
2189,711,199,2,6.32,12.64
2190,712,57,2,28.86,57.72
2191,712,170,3,14.13,42.39
2192,713,169,3,69.57,208.71
2193,713,60,1,61.75,61.75
2194,713,106,1,36.32,36.32
2195,713,71,1,61.82,61.82
2196,714,199,1,6.32,6.32
2197,715,102,2,21.65,43.3
2198,715,138,3,75.87,227.61
2199,715,56,1,26.48,26.48
2200,715,60,2,61.75,123.5
2201,716,170,1,14.13,14.13
2202,716,55,3,2.4,7.2
2203,716,195,3,15.77,47.31
2204,716,140,1,5.53,5.53
2205,717,41,3,14.6,43.8
2206,717,180,2,7.71,15.42
2207,717,165,3,31.23,93.69
2208,717,163,1,26.83,26.83
2209,717,37,1,8.76,8.76
2210,718,196,1,20.01,20.01
2211,718,37,1,8.76,8.76
2212,718,43,3,6.46,19.38
2213,718,21,1,185.42,185.42
2214,718,153,3,17.08,51.24
2215,719,9,1,14.26,14.26
2216,719,5,1,12.62,12.62
2217,720,119,2,63.43,126.86
2218,720,108,3,37.4,112.2
2219,721,33,3,6.01,18.03
2220,721,102,3,21.65,64.95
2221,721,167,2,4.81,9.62
2222,722,189,2,50.58,101.16
2223,722,159,1,13.61,13.61
2224,722,34,1,48.41,48.41
2225,723,31,2,17.02,34.04
2226,723,82,1,31.34,31.34
2227,724,150,2,57.89,115.78
2228,724,182,1,19.94,19.94
2229,724,71,3,61.82,185.46
2230,724,66,1,16.33,16.33
2231,724,128,2,15.37,30.74
2232,725,93,1,36.15,36.15
2233,725,70,2,37.28,74.56
2234,725,105,2,18.19,36.38
2235,725,76,1,40.4,40.4
2236,725,34,1,48.41,48.41
2237,726,116,2,60.68,121.36
2238,726,112,1,82.3,82.3
2239,727,99,2,40.57,81.14
2240,727,78,3,7.55,22.65
2241,727,146,1,89.8,89.8
2242,727,44,2,46.25,92.5
2243,728,52,1,23.11,23.11
2244,728,117,1,25.62,25.62
2245,728,128,1,15.37,15.37
2246,729,47,1,16.95,16.95
2247,730,139,1,25.9,25.9
2248,730,57,1,28.86,28.86
2249,730,144,2,7.21,14.42
2250,731,145,1,16.61,16.61
2251,731,6,1,13.2,13.2
2252,731,169,3,69.57,208.71
2253,732,160,1,23.71,23.71
2254,732,42,1,19.13,19.13
2255,732,44,1,46.25,46.25
2256,732,113,3,46.8,140.4
2257,732,23,3,23.92,71.76
2258,733,77,1,33.76,33.76
2259,733,105,2,18.19,36.38
2260,733,186,1,59.52,59.52
2261,734,197,1,55.53,55.53
2262,735,181,2,11.48,22.96
2263,735,142,1,75.27,75.27
2264,735,118,1,24.67,24.67
2265,736,17,2,8.87,17.74
2266,737,121,1,24.19,24.19
2267,737,110,1,13.32,13.32
2268,737,99,2,40.57,81.14
2269,737,85,3,6.35,19.05
2270,738,38,1,18.9,18.9
2271,738,198,2,37.21,74.42
2272,738,12,1,32.4,32.4
2273,738,108,3,37.4,112.2
2274,739,186,1,59.52,59.52
2275,739,61,3,19.79,59.37
2276,739,103,1,9.3,9.3
2277,739,174,1,39.77,39.77
2278,739,57,3,28.86,86.58
2279,740,64,1,14.21,14.21
2280,740,120,1,20.2,20.2
2281,741,37,3,8.76,26.28
2282,741,175,3,16.17,48.51
2283,741,36,1,9.79,9.79
2284,741,31,1,17.02,17.02
2285,741,174,2,39.77,79.54
2286,742,137,2,10.83,21.66
2287,742,147,1,7.13,7.13
2288,742,132,1,87.77,87.77
2289,742,181,2,11.48,22.96
2290,742,108,3,37.4,112.2
2291,743,112,1,82.3,82.3
2292,743,11,3,12.14,36.42
2293,743,89,2,24.07,48.14
2294,743,10,3,11.09,33.27
2295,743,78,1,7.55,7.55
2296,744,81,1,15.1,15.1
2297,744,161,2,12.21,24.42
2298,744,34,1,48.41,48.41
2299,744,98,1,22.57,22.57
2300,745,189,1,50.58,50.58
2301,745,35,3,51.61,154.83
2302,746,27,1,6.84,6.84
2303,747,9,1,14.26,14.26
2304,748,129,1,31.18,31.18
2305,748,43,2,6.46,12.92
2306,748,138,3,75.87,227.61
2307,748,83,1,59.81,59.81
2308,748,18,2,17.65,35.3
2309,749,177,1,92.75,92.75
2310,749,48,1,14.27,14.27
2311,750,79,1,33.0,33.0
2312,750,22,1,52.19,52.19
2313,750,141,2,27.16,54.32
2314,750,140,2,5.53,11.06
2315,751,99,2,40.57,81.14
2316,751,63,3,21.8,65.4
2317,751,189,3,50.58,151.74
2318,751,104,2,43.89,87.78
2319,752,79,2,33.0,66.0
2320,752,30,3,40.86,122.58
2321,752,16,1,42.86,42.86
2322,752,121,2,24.19,48.38
2323,752,134,1,28.61,28.61
2324,753,136,1,5.28,5.28
2325,754,18,3,17.65,52.95
2326,754,123,1,22.92,22.92
2327,754,162,2,15.11,30.22
2328,755,42,2,19.13,38.26
2329,755,83,3,59.81,179.43
2330,755,68,1,19.97,19.97
2331,755,149,1,69.02,69.02
2332,755,95,1,37.19,37.19
2333,756,111,1,33.25,33.25
2334,756,163,1,26.83,26.83
2335,756,57,1,28.86,28.86
2336,756,78,1,7.55,7.55
2337,756,18,1,17.65,17.65
2338,757,8,1,42.96,42.96
2339,757,38,1,18.9,18.9
2340,757,48,1,14.27,14.27
2341,757,99,1,40.57,40.57
2342,758,10,2,11.09,22.18
2343,758,2,1,25.92,25.92
2344,758,104,2,43.89,87.78
2345,758,34,3,48.41,145.23
2346,759,96,3,55.41,166.23
2347,759,124,3,10.13,30.39
2348,759,15,1,12.43,12.43
2349,759,106,1,36.32,36.32
2350,760,139,3,25.9,77.7
2351,760,51,1,60.19,60.19
2352,761,25,3,8.96,26.88
2353,762,27,1,6.84,6.84
2354,762,105,1,18.19,18.19
2355,762,182,1,19.94,19.94
2356,763,112,3,82.3,246.9
2357,763,45,2,13.1,26.2
2358,764,92,2,7.59,15.18
2359,764,120,3,20.2,60.6
2360,764,35,2,51.61,103.22
2361,764,142,1,75.27,75.27
2362,765,138,1,75.87,75.87
2363,765,41,1,14.6,14.6
2364,766,39,1,66.44,66.44
2365,766,116,1,60.68,60.68
2366,766,92,1,7.59,7.59
2367,766,70,3,37.28,111.84
2368,766,135,1,14.08,14.08
2369,767,200,3,10.22,30.66
2370,767,10,1,11.09,11.09
2371,767,40,1,26.33,26.33
2372,768,98,1,22.57,22.57
2373,768,89,1,24.07,24.07
2374,768,124,3,10.13,30.39
2375,768,144,2,7.21,14.42
2376,768,78,1,7.55,7.55
2377,769,153,1,17.08,17.08
2378,769,99,1,40.57,40.57
2379,769,124,3,10.13,30.39
2380,769,125,1,4.8,4.8
2381,770,133,1,20.33,20.33
2382,770,116,1,60.68,60.68
2383,771,192,2,59.63,119.26
2384,771,45,3,13.1,39.3
2385,772,147,3,7.13,21.39
2386,772,188,2,23.64,47.28
2387,772,124,1,10.13,10.13
2388,773,127,2,9.83,19.66
2389,773,178,3,47.1,141.3
2390,774,50,1,50.73,50.73
2391,774,69,2,10.8,21.6
2392,774,30,3,40.86,122.58
2393,774,164,1,31.98,31.98
2394,774,176,1,12.3,12.3
2395,775,192,1,59.63,59.63
2396,775,172,1,42.3,42.3
2397,775,166,1,11.38,11.38
2398,776,9,1,14.26,14.26
2399,776,85,1,6.35,6.35
2400,776,158,1,21.26,21.26
2401,777,126,1,26.73,26.73
2402,777,178,2,47.1,94.2
2403,778,149,2,69.02,138.04
2404,778,126,3,26.73,80.19
2405,778,168,1,7.57,7.57
2406,779,106,2,36.32,72.64
2407,779,125,3,4.8,14.4
2408,779,101,1,179.03,179.03
2409,780,136,2,5.28,10.56
2410,781,112,3,82.3,246.9
2411,781,136,2,5.28,10.56
2412,781,96,3,55.41,166.23
2413,781,34,2,48.41,96.82
2414,781,197,1,55.53,55.53
2415,782,10,3,11.09,33.27
2416,782,59,1,9.45,9.45
2417,782,41,1,14.6,14.6
2418,782,128,1,15.37,15.37
2419,783,87,1,32.92,32.92
2420,784,35,1,51.61,51.61
2421,784,38,1,18.9,18.9
2422,784,184,1,38.21,38.21
2423,784,47,3,16.95,50.85
2424,784,135,2,14.08,28.16
2425,785,171,2,20.28,40.56
2426,786,25,1,8.96,8.96
2427,786,33,1,6.01,6.01
2428,786,105,1,18.19,18.19
2429,786,109,1,9.58,9.58
2430,787,112,2,82.3,164.6
2431,787,23,3,23.92,71.76
2432,787,127,2,9.83,19.66
2433,787,169,2,69.57,139.14
2434,788,64,2,14.21,28.42
2435,789,100,1,16.58,16.58
2436,789,75,1,78.67,78.67
2437,790,156,1,55.95,55.95
2438,790,5,1,12.62,12.62
2439,791,49,3,30.0,90.0
2440,792,83,1,59.81,59.81
2441,793,38,1,18.9,18.9
2442,793,45,2,13.1,26.2
2443,793,129,1,31.18,31.18
2444,794,148,3,18.47,55.41
2445,794,144,1,7.21,7.21
2446,794,156,2,55.95,111.9
2447,794,102,1,21.65,21.65
2448,794,88,1,53.18,53.18
2449,795,150,2,57.89,115.78
2450,795,170,1,14.13,14.13
2451,795,126,1,26.73,26.73
2452,795,139,2,25.9,51.8
2453,796,15,2,12.43,24.86
2454,796,149,1,69.02,69.02
2455,796,90,1,39.56,39.56
2456,796,11,3,12.14,36.42
2457,797,58,2,17.59,35.18
2458,798,148,3,18.47,55.41
2459,798,198,1,37.21,37.21
2460,799,147,3,7.13,21.39
2461,800,179,2,52.66,105.32
2462,800,196,1,20.01,20.01
2463,800,91,1,23.1,23.1
2464,801,77,1,33.76,33.76
2465,801,184,3,38.21,114.63
2466,802,45,1,13.1,13.1
2467,802,193,1,3.94,3.94
2468,802,101,1,179.03,179.03
2469,802,147,2,7.13,14.26
2470,803,154,1,21.09,21.09
2471,804,200,1,10.22,10.22
2472,805,51,3,60.19,180.57
2473,805,55,3,2.4,7.2
2474,805,118,1,24.67,24.67
2475,806,80,1,17.66,17.66
2476,806,4,2,45.08,90.16
2477,806,166,2,11.38,22.76
2478,807,144,1,7.21,7.21
2479,807,184,1,38.21,38.21
2480,807,101,1,179.03,179.03
2481,808,134,3,28.61,85.83
2482,809,187,3,14.2,42.6
2483,809,176,1,12.3,12.3
2484,809,199,1,6.32,6.32
2485,809,145,1,16.61,16.61
2486,809,38,1,18.9,18.9
2487,810,79,1,33.0,33.0
2488,810,104,1,43.89,43.89
2489,811,154,1,21.09,21.09
2490,811,148,1,18.47,18.47
2491,811,69,1,10.8,10.8
2492,811,143,1,11.19,11.19
2493,811,5,2,12.62,25.24
2494,812,100,3,16.58,49.74
2495,812,173,1,16.59,16.59
2496,812,73,1,13.53,13.53
2497,812,3,3,25.11,75.33
2498,812,148,1,18.47,18.47
2499,813,4,1,45.08,45.08
2500,813,110,1,13.32,13.32
2501,813,118,1,24.67,24.67
2502,813,199,1,6.32,6.32
2503,813,2,1,25.92,25.92
2504,814,9,3,14.26,42.78
2505,814,129,2,31.18,62.36
2506,815,89,3,24.07,72.21
2507,815,77,3,33.76,101.28
2508,816,115,3,9.33,27.99
2509,817,182,1,19.94,19.94
2510,817,98,3,22.57,67.71
2511,817,55,1,2.4,2.4
2512,817,184,1,38.21,38.21
2513,817,10,1,11.09,11.09
2514,818,103,1,9.3,9.3
2515,818,55,1,2.4,2.4
2516,818,10,3,11.09,33.27
2517,818,170,2,14.13,28.26
2518,818,168,2,7.57,15.14
2519,819,77,3,33.76,101.28
2520,819,31,1,17.02,17.02
2521,819,125,1,4.8,4.8
2522,820,34,1,48.41,48.41
2523,820,61,2,19.79,39.58
2524,820,68,1,19.97,19.97
2525,820,50,3,50.73,152.19
2526,821,159,3,13.61,40.83
2527,821,78,1,7.55,7.55
2528,821,132,3,87.77,263.31
2529,821,66,2,16.33,32.66
2530,821,99,3,40.57,121.71
2531,822,124,3,10.13,30.39
2532,822,163,3,26.83,80.49
2533,822,17,1,8.87,8.87
2534,823,74,1,42.04,42.04
2535,823,193,1,3.94,3.94
2536,823,142,2,75.27,150.54
2537,824,158,2,21.26,42.52
2538,824,70,1,37.28,37.28
2539,825,161,2,12.21,24.42
2540,825,98,1,22.57,22.57
2541,825,32,1,12.2,12.2
2542,825,183,3,15.69,47.07
2543,825,20,1,27.43,27.43
2544,826,52,1,23.11,23.11
2545,826,98,3,22.57,67.71
2546,827,117,2,25.62,51.24
2547,827,27,3,6.84,20.52
2548,827,130,3,7.27,21.81
2549,827,161,1,12.21,12.21
2550,828,181,1,11.48,11.48
2551,828,140,1,5.53,5.53
2552,828,176,1,12.3,12.3
2553,828,13,1,22.15,22.15
2554,828,66,1,16.33,16.33
2555,829,177,1,92.75,92.75
2556,829,82,1,31.34,31.34
2557,829,171,1,20.28,20.28
2558,829,132,2,87.77,175.54
2559,829,116,1,60.68,60.68
2560,830,112,1,82.3,82.3
2561,830,113,1,46.8,46.8
2562,830,68,3,19.97,59.91
2563,830,164,3,31.98,95.94
2564,831,88,1,53.18,53.18
2565,831,21,1,185.42,185.42
2566,831,125,3,4.8,14.4
2567,831,108,3,37.4,112.2
2568,831,150,1,57.89,57.89
2569,832,139,1,25.9,25.9
2570,832,160,1,23.71,23.71
2571,832,177,3,92.75,278.25
2572,832,49,1,30.0,30.0
2573,832,155,1,4.4,4.4
2574,833,13,1,22.15,22.15
2575,833,52,1,23.11,23.11
2576,833,9,3,14.26,42.78
2577,834,36,1,9.79,9.79
2578,834,124,3,10.13,30.39
2579,834,81,1,15.1,15.1
2580,834,24,2,40.67,81.34
2581,834,61,1,19.79,19.79
2582,835,62,1,5.27,5.27
2583,835,178,1,47.1,47.1
2584,835,83,1,59.81,59.81
2585,836,150,3,57.89,173.67
2586,837,50,1,50.73,50.73
2587,837,128,1,15.37,15.37
2588,837,120,3,20.2,60.6
2589,837,169,1,69.57,69.57
2590,838,200,1,10.22,10.22
2591,839,117,1,25.62,25.62
2592,839,77,1,33.76,33.76
2593,839,198,2,37.21,74.42
2594,840,48,1,14.27,14.27
2595,840,128,1,15.37,15.37
2596,840,163,3,26.83,80.49
2597,840,57,1,28.86,28.86
2598,840,140,3,5.53,16.59
2599,841,179,1,52.66,52.66
2600,841,190,1,13.71,13.71
2601,841,127,3,9.83,29.49
2602,842,48,2,14.27,28.54
2603,843,66,1,16.33,16.33
2604,843,138,2,75.87,151.74
2605,843,127,1,9.83,9.83
2606,843,50,1,50.73,50.73
2607,843,160,2,23.71,47.42
2608,844,84,1,153.14,153.14
2609,845,182,2,19.94,39.88
2610,846,138,1,75.87,75.87
2611,846,164,2,31.98,63.96
2612,846,184,1,38.21,38.21
2613,846,199,1,6.32,6.32
2614,847,107,1,13.99,13.99
2615,848,71,3,61.82,185.46
2616,849,180,1,7.71,7.71
2617,849,40,1,26.33,26.33
2618,849,177,3,92.75,278.25
2619,849,171,3,20.28,60.84
2620,849,172,1,42.3,42.3
2621,850,26,1,5.66,5.66
2622,850,7,1,2.48,2.48
2623,850,52,2,23.11,46.22
2624,850,138,2,75.87,151.74
2625,851,66,1,16.33,16.33
2626,851,15,2,12.43,24.86
2627,851,31,1,17.02,17.02
2628,851,145,2,16.61,33.22
2629,851,68,3,19.97,59.91
2630,852,54,1,14.97,14.97
2631,852,130,1,7.27,7.27
2632,852,135,1,14.08,14.08
2633,852,87,3,32.92,98.76
2634,853,83,1,59.81,59.81
2635,854,55,3,2.4,7.2
2636,854,121,1,24.19,24.19
2637,854,106,2,36.32,72.64
2638,854,132,1,87.77,87.77
2639,855,118,3,24.67,74.01
2640,855,8,2,42.96,85.92
2641,855,125,1,4.8,4.8
2642,855,63,1,21.8,21.8
2643,856,177,3,92.75,278.25
2644,856,3,1,25.11,25.11
2645,857,182,1,19.94,19.94
2646,857,142,3,75.27,225.81
2647,857,127,2,9.83,19.66
2648,857,56,1,26.48,26.48
2649,858,42,2,19.13,38.26
2650,858,137,2,10.83,21.66
2651,858,17,3,8.87,26.61
2652,858,26,1,5.66,5.66
2653,858,31,1,17.02,17.02
2654,859,198,1,37.21,37.21
2655,859,18,3,17.65,52.95
2656,859,20,1,27.43,27.43
2657,859,168,1,7.57,7.57
2658,860,63,1,21.8,21.8
2659,860,11,2,12.14,24.28
2660,860,85,1,6.35,6.35
2661,860,41,3,14.6,43.8
2662,861,150,1,57.89,57.89
2663,861,17,3,8.87,26.61
2664,861,110,1,13.32,13.32
2665,861,29,3,32.0,96.0
2666,862,64,3,14.21,42.63
2667,862,113,2,46.8,93.6
2668,862,101,2,179.03,358.06
2669,862,120,3,20.2,60.6
2670,862,73,1,13.53,13.53
2671,863,63,1,21.8,21.8
2672,863,83,2,59.81,119.62
2673,863,3,1,25.11,25.11
2674,863,19,1,16.72,16.72
2675,863,21,1,185.42,185.42
2676,864,115,1,9.33,9.33
2677,864,152,1,131.42,131.42
2678,864,131,2,135.81,271.62
2679,864,110,1,13.32,13.32
2680,864,124,2,10.13,20.26
2681,865,62,1,5.27,5.27
2682,865,94,1,9.36,9.36
2683,865,168,3,7.57,22.71
2684,865,128,1,15.37,15.37
2685,865,84,2,153.14,306.28
2686,866,157,1,34.8,34.8
2687,867,17,1,8.87,8.87
2688,867,155,2,4.4,8.8
2689,867,174,1,39.77,39.77
2690,867,196,1,20.01,20.01
2691,867,71,1,61.82,61.82
2692,868,31,1,17.02,17.02
2693,868,179,1,52.66,52.66
2694,868,77,3,33.76,101.28
2695,868,82,1,31.34,31.34
2696,869,55,1,2.4,2.4
2697,869,17,1,8.87,8.87
2698,869,93,2,36.15,72.3
2699,869,31,1,17.02,17.02
2700,870,185,1,32.82,32.82
2701,870,98,2,22.57,45.14
2702,870,70,3,37.28,111.84
2703,871,33,3,6.01,18.03
2704,871,122,1,23.13,23.13
2705,871,99,2,40.57,81.14
2706,871,119,2,63.43,126.86
2707,871,134,3,28.61,85.83
2708,872,178,3,47.1,141.3
2709,872,143,1,11.19,11.19
2710,872,195,1,15.77,15.77
2711,873,186,1,59.52,59.52
2712,873,74,1,42.04,42.04
2713,873,142,3,75.27,225.81
2714,873,69,1,10.8,10.8
2715,873,149,1,69.02,69.02
2716,874,111,2,33.25,66.5
2717,874,75,3,78.67,236.01
2718,874,76,2,40.4,80.8
2719,874,36,1,9.79,9.79
